"Nom de la Station","SALLUIT"
"Province","QUÉBEC"
"Latitude","62,18"
"Longitude","-75,67"
"Altitude","228,00"
"ID climatologique","7117800"
"ID de l'OMM","71641"
"ID de TC","MFX"
"Toutes les heures sont exprimées en heure normale locale (HNL). Pour convertir l'heure locale en heure avancée de l'Est (HAE), ajoutez 1 heure s'il y a lieu."

"Légende"
"E","Valeur estimée"
"M","Données manquantes"
"ND","Non disponible"

"Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"2015-01-09 11:00","2015","01","09","11:00","-29,7","","-33,2","","71","","18","","30","","","","95,70","","","","-45","","ND"
"2015-01-09 12:00","2015","01","09","12:00","-29,8","","-33,5","","71","","18","","29","","","","95,71","","","","-45","","ND"
"2015-01-09 13:00","2015","01","09","13:00","-30,2","","-33,8","","71","","17","","31","","","","95,74","","","","-46","","ND"
"2015-01-09 14:00","2015","01","09","14:00","-29,9","","-33,6","","70","","19","","26","","","","95,81","","","","-45","","ND"
"2015-01-09 15:00","2015","01","09","15:00","-30,4","","-34,0","","70","","18","","35","","","","95,84","","","","-47","","ND"
"2015-01-09 16:00","2015","01","09","16:00","-30,1","","-33,6","","71","","18","","39","","","","95,89","","","","-47","","ND"
"2015-01-09 17:00","2015","01","09","17:00","-30,4","","-34,0","","70","","18","","31","","","","95,96","","","","-46","","ND"
"2015-01-09 18:00","2015","01","09","18:00","-30,7","","-34,4","","70","","19","","32","","","","95,98","","","","-47","","ND"
"2015-01-09 19:00","2015","01","09","19:00","-30,6","","-34,1","","71","","18","","38","","","","95,99","","","","-48","","ND"
"2015-01-09 20:00","2015","01","09","20:00","-30,0","","-33,7","","70","","17","","34","","","","96,04","","","","-46","","ND"
"2015-01-09 21:00","2015","01","09","21:00","-30,1","","-33,8","","70","","18","","32","","","","96,06","","","","-46","","ND"
"2015-01-09 22:00","2015","01","09","22:00","-29,8","","-33,6","","69","","19","","21","","","","96,10","","","","-43","","ND"
"2015-01-09 23:00","2015","01","09","23:00","-30,3","","-34,0","","70","","23","","12","","","","96,11","","","","-41","","ND"
"2015-01-10 00:00","2015","01","10","00:00","-30,6","","-34,5","","69","","17","","24","","","","96,10","","","","-45","","ND"
"2015-01-10 01:00","2015","01","10","01:00","-30,5","","-34,6","","68","","17","","28","","","","96,13","","","","-46","","ND"
"2015-01-10 02:00","2015","01","10","02:00","-30,8","","-34,9","","67","","17","","33","","","","96,17","","","","-47","","ND"
"2015-01-10 03:00","2015","01","10","03:00","-30,2","","-34,4","","67","","17","","28","","","","96,21","","","","-45","","ND"
"2015-01-10 04:00","2015","01","10","04:00","-30,0","","-34,3","","66","","18","","24","","","","96,23","","","","-44","","ND"
"2015-01-10 05:00","2015","01","10","05:00","-30,0","","-34,3","","66","","16","","16","","","","96,27","","","","-42","","ND"
"2015-01-10 06:00","2015","01","10","06:00","-30,5","","-34,6","","67","","18","","26","","","","96,30","","","","-45","","ND"
"2015-01-10 07:00","2015","01","10","07:00","-30,5","","-34,7","","67","","17","","29","","","","96,33","","","","-46","","ND"
"2015-01-10 08:00","2015","01","10","08:00","-30,7","","-34,9","","67","","19","","21","","","","96,41","","","","-44","","ND"
"2015-01-10 09:00","2015","01","10","09:00","-31,2","","-35,4","","67","","25","","11","","","","96,46","","","","-41","","ND"
"2015-01-10 10:00","2015","01","10","10:00","-30,4","","-34,5","","68","","18","","27","","","","96,47","","","","-45","","ND"
"2015-01-10 11:00","2015","01","10","11:00","-30,3","","-34,5","","67","","18","","30","","","","96,50","","","","-46","","ND"
"2015-01-10 12:00","2015","01","10","12:00","-30,3","","-34,6","","66","","21","","17","","","","96,57","","","","-43","","ND"
"2015-01-10 13:00","2015","01","10","13:00","-30,2","","-34,4","","67","","26","","14","","","","96,61","","","","-41","","ND"
"2015-01-10 14:00","2015","01","10","14:00","-30,2","","-34,3","","68","","18","","29","","","","96,63","","","","-46","","ND"
"2015-01-10 15:00","2015","01","10","15:00","-30,7","","-34,8","","67","","18","","30","","","","96,68","","","","-47","","ND"
"2015-01-10 16:00","2015","01","10","16:00","-31,1","","-35,2","","67","","18","","30","","","","96,73","","","","-47","","ND"
"2015-01-10 17:00","2015","01","10","17:00","-31,2","","-35,3","","67","","18","","30","","","","96,78","","","","-47","","ND"
"2015-01-10 18:00","2015","01","10","18:00","-30,5","","-34,8","","66","","17","","26","","","","96,82","","","","-45","","ND"
"2015-01-10 19:00","2015","01","10","19:00","-30,6","","-35,1","","64","","18","","22","","","","96,89","","","","-44","","ND"
"2015-01-10 20:00","2015","01","10","20:00","-30,2","","-34,4","","67","","18","","23","","","","96,95","","","","-44","","ND"
"2015-01-10 21:00","2015","01","10","21:00","-31,1","","-35,3","","67","","18","","28","","","","96,99","","","","-47","","ND"
"2015-01-10 22:00","2015","01","10","22:00","-31,2","","-35,5","","66","","18","","26","","","","97,01","","","","-46","","ND"
"2015-01-10 23:00","2015","01","10","23:00","-31,4","","-35,6","","66","","18","","29","","","","97,03","","","","-47","","ND"
"2015-01-11 00:00","2015","01","11","00:00","-31,2","","-35,4","","66","","19","","21","","","","97,07","","","","-45","","ND"
"2015-01-11 01:00","2015","01","11","01:00","-30,9","","-35,1","","67","","18","","20","","","","97,12","","","","-44","","ND"
"2015-01-11 02:00","2015","01","11","02:00","-31,1","","-35,2","","67","","20","","16","","","","97,19","","","","-43","","ND"
"2015-01-11 03:00","2015","01","11","03:00","-30,9","","-34,9","","67","","19","","17","","","","97,25","","","","-43","","ND"
"2015-01-11 04:00","2015","01","11","04:00","-30,9","","-35,0","","67","","19","","18","","","","97,32","","","","-44","","ND"
"2015-01-11 05:00","2015","01","11","05:00","-30,9","","-34,8","","68","","19","","16","","","","97,37","","","","-43","","ND"
"2015-01-11 06:00","2015","01","11","06:00","-31,7","","-35,6","","68","","20","","19","","","","97,41","","","","-45","","ND"
"2015-01-11 07:00","2015","01","11","07:00","-32,0","","-35,8","","69","","23","","12","","","","97,49","","","","-43","","ND"
"2015-01-11 08:00","2015","01","11","08:00","-32,1","","-35,8","","70","","23","","15","","","","97,54","","","","-44","","ND"
"2015-01-11 09:00","2015","01","11","09:00","-32,2","","-35,8","","70","","21","","10","","","","97,62","","","","-42","","ND"
"2015-01-11 10:00","2015","01","11","10:00","-32,0","","-35,5","","71","","21","","7","","","","97,68","","","","-40","","ND"
"2015-01-11 11:00","2015","01","11","11:00","-31,6","","-35,0","","71","","20","","16","","","","97,72","","","","-44","","ND"
"2015-01-11 12:00","2015","01","11","12:00","-32,9","","-37,0","","67","","26","","9","","","","97,79","","","","-42","","ND"
"2015-01-11 13:00","2015","01","11","13:00","-31,5","","-35,5","","68","","13","","2","","","","97,86","","","","-34","","ND"
"2015-01-11 14:00","2015","01","11","14:00","-31,0","","-34,5","","71","","19","","13","","","","97,92","","","","-42","","ND"
"2015-01-11 15:00","2015","01","11","15:00","-31,9","","-35,2","","73","","24","","6","","","","97,99","","","","-39","","ND"
"2015-01-11 16:00","2015","01","11","16:00","-31,2","","-34,5","","72","","20","","18","","","","98,04","","","","-44","","ND"
"2015-01-11 17:00","2015","01","11","17:00","-32,2","","-35,6","","72","","21","","19","","","","98,08","","","","-46","","ND"
"2015-01-11 18:00","2015","01","11","18:00","-32,2","","-35,6","","72","","24","","9","","","","98,14","","","","-41","","ND"
"2015-01-11 19:00","2015","01","11","19:00","-31,2","","-34,6","","72","","21","","6","","","","98,19","","","","-38","","ND"
"2015-01-11 20:00","2015","01","11","20:00","-31,5","","-34,9","","72","","21","","21","","","","98,20","","","","-45","","ND"
"2015-01-11 21:00","2015","01","11","21:00","-31,6","","-34,9","","72","","20","","23","","","","98,25","","","","-46","","ND"
"2015-01-11 22:00","2015","01","11","22:00","-31,5","","-34,9","","72","","22","","11","","","","98,27","","","","-41","","ND"
"2015-01-11 23:00","2015","01","11","23:00","-31,4","","-34,8","","72","","20","","21","","","","98,24","","","","-45","","ND"
"2015-01-12 00:00","2015","01","12","00:00","-32,1","","-35,7","","70","","20","","27","","","","98,25","","","","-48","","ND"
"2015-01-12 01:00","2015","01","12","01:00","-32,7","","-36,4","","70","","20","","17","","","","98,25","","","","-45","","ND"
"2015-01-12 02:00","2015","01","12","02:00","-33,1","","-36,8","","69","","20","","19","","","","98,26","","","","-47","","ND"
"2015-01-12 03:00","2015","01","12","03:00","-32,9","","-36,6","","70","","20","","31","","","","98,27","","","","-50","","ND"
"2015-01-12 04:00","2015","01","12","04:00","-33,2","","-36,9","","69","","20","","35","","","","98,25","","","","-51","","ND"
"2015-01-12 05:00","2015","01","12","05:00","-32,9","","-36,7","","69","","21","","42","","","","98,20","","","","-52","","ND"
"2015-01-12 06:00","2015","01","12","06:00","-33,1","","-36,9","","69","","20","","42","","","","98,16","","","","-52","","ND"
"2015-01-12 07:00","2015","01","12","07:00","-32,6","","-36,2","","70","","21","","44","","","","98,08","","","","-52","","ND"
"2015-01-12 08:00","2015","01","12","08:00","-31,6","","-35,2","","71","","22","","44","","","","98,04","","","","-50","","ND"
"2015-01-12 09:00","2015","01","12","09:00","-32,0","","-35,5","","71","","20","","48","","","","97,99","","","","-51","","ND"
"2015-01-12 10:00","2015","01","12","10:00","-30,7","","-34,3","","70","","21","","57","","","","97,91","","","","-51","","ND"
"2015-01-12 11:00","2015","01","12","11:00","-30,5","","-34,0","","72","","21","","60","","","","97,80","","","","-51","","ND"
"2015-01-12 12:00","2015","01","12","12:00","-30,0","","-33,3","","73","","21","","66","","","","97,70","","","","-51","","ND"
"2015-01-12 13:00","2015","01","12","13:00","-30,0","","-33,2","","73","","21","","54","","","","97,68","","","","-50","","ND"
"2015-01-12 14:00","2015","01","12","14:00","-29,9","","-33,1","","73","","19","","74","","","","97,42","","","","-52","","ND"
"2015-01-12 15:00","2015","01","12","15:00","-28,8","","-31,8","","75","","21","","80","","","","97,30","","","","-51","","ND"
"2015-01-12 16:00","2015","01","12","16:00","-28,3","","-31,4","","75","","20","","82","","","","97,28","","","","-50","","ND"
"2015-01-12 17:00","2015","01","12","17:00","-28,0","","-31,2","","74","","18","","57","","","","97,37","","","","-47","","ND"
"2015-01-12 18:00","2015","01","12","18:00","-28,3","","-31,5","","74","","18","","60","","","","97,21","","","","-48","","ND"
"2015-01-12 19:00","2015","01","12","19:00","-28,6","","-31,7","","74","","18","","51","","","","97,24","","","","-47","","ND"
"2015-01-12 20:00","2015","01","12","20:00","-28,1","","-31,2","","75","","19","","74","","","","97,00","","","","-49","","ND"
"2015-01-12 21:00","2015","01","12","21:00","-27,4","","-30,4","","76","","18","","84","","","","96,73","","","","-49","","ND"
"2015-01-12 22:00","2015","01","12","22:00","-26,8","","-29,7","","76","","21","","65","","","","96,95","","","","-46","","ND"
"2015-01-12 23:00","2015","01","12","23:00","-26,6","","-29,5","","76","","21","","61","","","","96,91","","","","-46","","ND"
"2015-01-13 00:00","2015","01","13","00:00","-26,4","","-29,2","","77","","21","","69","","","","96,80","","","","-46","","ND"
"2015-01-13 01:00","2015","01","13","01:00","-26,5","","-29,4","","76","","20","","47","","","","96,84","","","","-44","","ND"
"2015-01-13 02:00","2015","01","13","02:00","-25,2","","-28,2","","76","","22","","49","","","","96,80","","","","-42","","ND"
"2015-01-13 03:00","2015","01","13","03:00","-25,8","","-28,8","","76","","20","","48","","","","96,84","","","","-43","","ND"
"2015-01-13 04:00","2015","01","13","04:00","-25,8","","-29,0","","75","","18","","30","","","","96,92","","","","-40","","ND"
"2015-01-13 05:00","2015","01","13","05:00","-26,0","","-29,3","","74","","23","","32","","","","96,94","","","","-41","","ND"
"2015-01-13 06:00","2015","01","13","06:00","-26,1","","-29,8","","71","","23","","36","","","","96,92","","","","-42","","ND"
"2015-01-13 07:00","2015","01","13","07:00","-26,5","","-29,9","","73","","24","","50","","","","96,88","","","","-44","","ND"
"2015-01-13 08:00","2015","01","13","08:00","-27,4","","-31,0","","72","","24","","33","","","","96,96","","","","-43","","ND"
"2015-01-13 09:00","2015","01","13","09:00","-28,1","","-32,1","","69","","22","","25","","","","97,00","","","","-42","","ND"
"2015-01-13 10:00","2015","01","13","10:00","-28,3","","-32,2","","70","","23","","35","","","","96,98","","","","-44","","ND"
"2015-01-13 11:00","2015","01","13","11:00","-28,4","","-31,8","","72","","23","","51","","","","96,96","","","","-47","","ND"
"2015-01-13 12:00","2015","01","13","12:00","-28,3","","-32,0","","71","","23","","42","","","","96,98","","","","-46","","ND"
"2015-01-13 13:00","2015","01","13","13:00","-29,6","","-33,1","","71","","21","","39","","","","96,98","","","","-47","","ND"
"2015-01-13 14:00","2015","01","13","14:00","-28,6","","-32,6","","69","","22","","37","","","","97,01","","","","-45","","ND"
"2015-01-13 15:00","2015","01","13","15:00","-28,9","","-32,7","","70","","22","","37","","","","96,98","","","","-46","","ND"
"2015-01-13 16:00","2015","01","13","16:00","-29,3","","-33,0","","70","","21","","29","","","","97,00","","","","-44","","ND"
"2015-01-13 17:00","2015","01","13","17:00","-28,9","","-32,5","","71","","22","","40","","","","96,96","","","","-46","","ND"
"2015-01-13 18:00","2015","01","13","18:00","-28,7","","-32,5","","70","","21","","43","","","","96,93","","","","-46","","ND"
"2015-01-13 19:00","2015","01","13","19:00","-28,9","","-32,7","","70","","22","","43","","","","96,93","","","","-47","","ND"
"2015-01-13 20:00","2015","01","13","20:00","-29,7","","-33,3","","71","","18","","40","","","","96,91","","","","-47","","ND"
"2015-01-13 21:00","2015","01","13","21:00","-29,9","","-33,6","","70","","20","","42","","","","96,89","","","","-48","","ND"
"2015-01-13 22:00","2015","01","13","22:00","-29,9","","-33,8","","69","","20","","32","","","","96,88","","","","-46","","ND"
"2015-01-13 23:00","2015","01","13","23:00","-30,0","","-34,0","","68","","21","","25","","","","96,87","","","","-44","","ND"
"2015-01-14 00:00","2015","01","14","00:00","-30,0","","-34,1","","67","","22","","31","","","","96,80","","","","-46","","ND"
"2015-01-14 01:00","2015","01","14","01:00","-30,6","","-34,5","","69","","21","","30","","","","96,79","","","","-46","","ND"
"2015-01-14 02:00","2015","01","14","02:00","-30,8","","-34,6","","69","","21","","25","","","","96,80","","","","-45","","ND"
"2015-01-14 03:00","2015","01","14","03:00","-30,5","","-34,3","","69","","21","","32","","","","96,78","","","","-47","","ND"
"2015-01-14 04:00","2015","01","14","04:00","-31,2","","-34,8","","71","","19","","22","","","","96,79","","","","-45","","ND"
"2015-01-14 05:00","2015","01","14","05:00","-31,0","","-35,0","","68","","18","","22","","","","96,79","","","","-45","","ND"
"2015-01-14 06:00","2015","01","14","06:00","-31,1","","-35,0","","68","","20","","24","","","","96,79","","","","-46","","ND"
"2015-01-14 07:00","2015","01","14","07:00","-31,4","","-35,4","","68","","21","","30","","","","96,79","","","","-47","","ND"
"2015-01-14 08:00","2015","01","14","08:00","-31,2","","-35,2","","68","","19","","23","","","","96,78","","","","-45","","ND"
"2015-01-14 09:00","2015","01","14","09:00","-30,8","","-35,0","","67","","19","","28","","","","96,75","","","","-46","","ND"
"2015-01-14 10:00","2015","01","14","10:00","-30,7","","-35,0","","66","","18","","32","","","","96,77","","","","-47","","ND"
"2015-01-14 11:00","2015","01","14","11:00","-30,7","","-34,6","","68","","19","","41","","","","96,71","","","","-49","","ND"
"2015-01-14 12:00","2015","01","14","12:00","-30,0","","-34,2","","67","","18","","33","","","","96,72","","","","-46","","ND"
"2015-01-14 13:00","2015","01","14","13:00","-29,9","","-33,9","","68","","20","","37","","","","96,69","","","","-47","","ND"
"2015-01-14 14:00","2015","01","14","14:00","-30,0","","-33,7","","70","","20","","40","","","","96,71","","","","-48","","ND"
"2015-01-14 15:00","2015","01","14","15:00","-29,7","","-33,7","","68","","21","","32","","","","96,75","","","","-46","","ND"
"2015-01-14 16:00","2015","01","14","16:00","-29,8","","-33,7","","69","","22","","30","","","","96,79","","","","-45","","ND"
"2015-01-14 17:00","2015","01","14","17:00","-30,1","","-34,1","","68","","20","","23","","","","96,82","","","","-44","","ND"
"2015-01-14 18:00","2015","01","14","18:00","-30,5","","-34,2","","70","","20","","28","","","","96,80","","","","-46","","ND"
"2015-01-14 19:00","2015","01","14","19:00","-31,1","","-34,9","","69","","19","","25","","","","96,80","","","","-46","","ND"
"2015-01-14 20:00","2015","01","14","20:00","-31,4","","-35,3","","69","","20","","26","","","","96,81","","","","-47","","ND"
"2015-01-14 21:00","2015","01","14","21:00","-30,9","","-34,8","","69","","21","","23","","","","96,83","","","","-45","","ND"
"2015-01-14 22:00","2015","01","14","22:00","-31,6","","-35,3","","70","","21","","30","","","","96,85","","","","-48","","ND"
"2015-01-14 23:00","2015","01","14","23:00","-31,8","","-36,0","","67","","22","","23","","","","96,88","","","","-46","","ND"
"2015-01-15 00:00","2015","01","15","00:00","-32,2","","-35,9","","69","","21","","28","","","","96,88","","","","-48","","ND"
"2015-01-15 01:00","2015","01","15","01:00","-31,9","","-35,6","","70","","22","","30","","","","96,89","","","","-48","","ND"
"2015-01-15 02:00","2015","01","15","02:00","-31,8","","-35,7","","68","","21","","30","","","","96,93","","","","-48","","ND"
"2015-01-15 03:00","2015","01","15","03:00","-31,6","","-35,8","","66","","22","","18","","","","97,00","","","","-44","","ND"
"2015-01-15 04:00","2015","01","15","04:00","-31,4","","-35,6","","66","","23","","20","","","","97,04","","","","-45","","ND"
"2015-01-15 05:00","2015","01","15","05:00","-31,2","","-35,1","","69","","22","","20","","","","97,07","","","","-45","","ND"
"2015-01-15 06:00","2015","01","15","06:00","-31,9","","-35,8","","68","","21","","28","","","","97,07","","","","-48","","ND"
"2015-01-15 07:00","2015","01","15","07:00","-33,2","","-37,3","","66","","20","","28","","","","97,11","","","","-49","","ND"
"2015-01-15 08:00","2015","01","15","08:00","-33,5","","-37,4","","68","","22","","27","","","","97,16","","","","-49","","ND"
"2015-01-15 09:00","2015","01","15","09:00","-32,6","","-36,5","","68","","24","","25","","","","97,20","","","","-48","","ND"
"2015-01-15 10:00","2015","01","15","10:00","-31,4","","-35,9","","65","","25","","21","","","","97,25","","","","-45","","ND"
"2015-01-15 11:00","2015","01","15","11:00","-30,9","","-35,5","","64","","24","","25","","","","97,28","","","","-46","","ND"
"2015-01-15 12:00","2015","01","15","12:00","-30,7","","-35,4","","63","","25","","24","","","","97,30","","","","-45","","ND"
"2015-01-15 13:00","2015","01","15","13:00","-30,8","","-35,8","","61","","26","","29","","","","97,32","","","","-46","","ND"
"2015-01-15 14:00","2015","01","15","14:00","-31,2","","-36,3","","61","","26","","23","","","","97,38","","","","-45","","ND"
"2015-01-15 15:00","2015","01","15","15:00","-31,9","","-37,1","","60","","24","","15","","","","97,44","","","","-44","","ND"
"2015-01-15 16:00","2015","01","15","16:00","-32,0","","-36,3","","66","","22","","24","","","","97,48","","","","-47","","ND"
"2015-01-15 17:00","2015","01","15","17:00","-31,5","","-35,7","","67","","22","","21","","","","97,53","","","","-45","","ND"
"2015-01-15 18:00","2015","01","15","18:00","-32,2","","-36,2","","67","","26","","17","","","","97,55","","","","-45","","ND"
"2015-01-15 19:00","2015","01","15","19:00","-33,0","","-36,6","","70","","25","","17","","","","97,58","","","","-46","","ND"
"2015-01-15 20:00","2015","01","15","20:00","-32,8","","-36,3","","70","","23","","21","","","","97,57","","","","-47","","ND"
"2015-01-15 21:00","2015","01","15","21:00","-32,7","","-36,2","","71","","24","","20","","","","97,57","","","","-47","","ND"
"2015-01-15 22:00","2015","01","15","22:00","-32,3","","-36,1","","69","","22","","18","","","","97,58","","","","-45","","ND"
"2015-01-15 23:00","2015","01","15","23:00","-32,8","","-36,7","","68","","24","","19","","","","97,57","","","","-46","","ND"
"2015-01-16 00:00","2015","01","16","00:00","-33,3","","-37,1","","69","","21","","19","","","","97,55","","","","-47","","ND"
"2015-01-16 01:00","2015","01","16","01:00","-33,3","","-37,0","","70","","20","","24","","","","97,55","","","","-48","","ND"
"2015-01-16 02:00","2015","01","16","02:00","-32,9","","-36,9","","67","","21","","15","","","","97,57","","","","-45","","ND"
"2015-01-16 03:00","2015","01","16","03:00","-33,2","","-37,2","","67","","22","","14","","","","97,59","","","","-45","","ND"
"2015-01-16 04:00","2015","01","16","04:00","-33,4","","-37,7","","66","","21","","22","","","","97,63","","","","-48","","ND"
"2015-01-16 05:00","2015","01","16","05:00","-34,2","","-38,1","","68","","24","","15","","","","97,64","","","","-47","","ND"
"2015-01-16 06:00","2015","01","16","06:00","-33,4","","-37,3","","68","","22","","24","","","","97,63","","","","-49","","ND"
"2015-01-16 07:00","2015","01","16","07:00","-33,9","","-37,8","","68","","18","","29","","","","97,62","","","","-50","","ND"
"2015-01-16 08:00","2015","01","16","08:00","-33,5","","-37,4","","68","","19","","26","","","","97,64","","","","-49","","ND"
"2015-01-16 09:00","2015","01","16","09:00","-33,9","","-37,8","","68","","20","","23","","","","97,67","","","","-49","","ND"
